n°Record;Freq;Signal-Level [];Video Quality (0-1-2);LAT;N/S;LON;E/W;DIST GPS[Km];Speed GPS[Km/h];DISTODO[Km];Speed ODO [km/h];Date;Time ;CRC-error;EMF level [dBuV/m];Antenna K factor [dB/m];Correction [dB]
195;619500000;-;2;45.062074;N;7.680428;E;0.32;17.609092;-;-;18/11/2024;08:56:43;0;-;-;-
198;619500000;-;2;45.062021;N;7.68053;E;0.33;9.616696;-;-;18/11/2024;08:56:46;0;-;-;-
202;619500000;-;2;45.061993;N;7.680656;E;0.34;8.755913;-;-;18/11/2024;08:56:50;0;-;-;-
207;619500000;-;2;45.061949;N;7.680774;E;0.35;7.057614;-;-;18/11/2024;08:56:55;0;-;-;-
213;619500000;-;2;45.061938;N;7.680899;E;0.36;6.988809;-;-;18/11/2024;08:57:01;0;-;-;-
220;619500000;-;2;45.061961;N;7.681024;E;0.37;7.786548;-;-;18/11/2024;08:57:08;0;-;-;-
226;619500000;-;2;45.061971;N;7.681166;E;0.38;6.797478;-;-;18/11/2024;08:57:14;0;-;-;-
232;619500000;-;2;45.061971;N;7.681294;E;0.4;7.233845;-;-;18/11/2024;08:57:20;0;-;-;-
236;619500000;-;2;45.061898;N;7.681368;E;0.41;7.61901;-;-;18/11/2024;08:57:24;0;-;-;-
240;619500000;-;2;45.061811;N;7.681391;E;0.42;5.774032;-;-;18/11/2024;08:57:28;0;-;-;-
247;619500000;-;2;45.061763;N;7.681512;E;0.43;7.315456;-;-;18/11/2024;08:57:35;0;-;-;-
253;619500000;-;2;45.061729;N;7.681633;E;0.44;5.860085;-;-;18/11/2024;08:57:41;0;-;-;-
259;619500000;-;2;45.06169;N;7.681749;E;0.45;6.384736;-;-;18/11/2024;08:57:47;0;-;-;-
265;619500000;-;2;45.061675;N;7.681875;E;0.46;7.457211;-;-;18/11/2024;08:57:53;0;-;-;-
271;619500000;-;2;45.061637;N;7.681982;E;0.47;5.623511;-;-;18/11/2024;08:57:59;0;-;-;-
277;619500000;-;2;45.061592;N;7.682099;E;0.48;6.050078;-;-;18/11/2024;08:58:05;0;-;-;-
283;619500000;-;2;45.061555;N;7.682227;E;0.49;5.907764;-;-;18/11/2024;08:58:11;0;-;-;-
289;619500000;-;2;45.061507;N;7.682338;E;0.5;8.320694;-;-;18/11/2024;08:58:17;0;-;-;-
295;619500000;-;2;45.06149;N;7.68246;E;0.51;5.816851;-;-;18/11/2024;08:58:23;0;-;-;-
298;619500000;-;2;45.061395;N;7.682495;E;0.52;12.401736;-;-;18/11/2024;08:58:26;0;-;-;-
304;619500000;-;2;45.061338;N;7.682612;E;0.54;6.04027;-;-;18/11/2024;08:58:32;0;-;-;-
310;619500000;-;2;45.061316;N;7.682727;E;0.55;4.434242;-;-;18/11/2024;08:58:38;0;-;-;-
317;619500000;-;2;45.061316;N;7.682849;E;0.56;6.030779;-;-;18/11/2024;08:58:45;0;-;-;-
324;619500000;-;2;45.061283;N;7.682966;E;0.57;6.067146;-;-;18/11/2024;08:58:52;0;-;-;-
329;619500000;-;2;45.06126;N;7.683063;E;0.58;7.488348;-;-;18/11/2024;08:58:57;0;-;-;-
335;619500000;-;2;45.061244;N;7.683188;E;0.59;6.470211;-;-;18/11/2024;08:59:03;0;-;-;-
341;619500000;-;2;45.061205;N;7.683308;E;0.6;6.157965;-;-;18/11/2024;08:59:09;0;-;-;-
348;619500000;-;2;45.061177;N;7.683446;E;0.61;6.607288;-;-;18/11/2024;08:59:16;0;-;-;-
354;619500000;-;2;45.061117;N;7.683558;E;0.62;6.396403;-;-;18/11/2024;08:59:22;0;-;-;-
359;619500000;-;2;45.061005;N;7.683635;E;0.64;18.775167;-;-;18/11/2024;08:59:27;0;-;-;-
363;619500000;-;2;45.060931;N;7.683699;E;0.65;6.475562;-;-;18/11/2024;08:59:31;0;-;-;-
369;619500000;-;2;45.06088;N;7.683812;E;0.66;6.343131;-;-;18/11/2024;08:59:37;0;-;-;-
376;619500000;-;2;45.060841;N;7.683943;E;0.67;5.634409;-;-;18/11/2024;08:59:44;0;-;-;-
382;619500000;-;2;45.060794;N;7.684058;E;0.68;7.141344;-;-;18/11/2024;08:59:50;0;-;-;-
389;619500000;-;2;45.060751;N;7.684184;E;0.69;6.453629;-;-;18/11/2024;08:59:57;0;-;-;-
396;619500000;-;2;45.060732;N;7.684319;E;0.7;5.59011;-;-;18/11/2024;09:00:04;0;-;-;-
402;619500000;-;2;45.060672;N;7.684426;E;0.71;7.695893;-;-;18/11/2024;09:00:10;0;-;-;-
408;619500000;-;2;45.060612;N;7.684532;E;0.72;7.305453;-;-;18/11/2024;09:00:16;0;-;-;-
414;619500000;-;2;45.060602;N;7.68465;E;0.74;5.084478;-;-;18/11/2024;09:00:22;0;-;-;-
419;619500000;-;2;45.060528;N;7.684668;E;0.75;5.117416;-;-;18/11/2024;09:00:27;0;-;-;-
440;619500000;-;2;45.060455;N;7.684721;E;0.76;1.996821;-;-;18/11/2024;09:00:48;0;-;-;-
486;619500000;-;2;45.0604;N;7.684815;E;0.77;4.789529;-;-;18/11/2024;09:01:34;0;-;-;-
495;619500000;-;2;45.060374;N;7.684948;E;0.78;5.007906;-;-;18/11/2024;09:01:43;0;-;-;-
502;619500000;-;2;45.060326;N;7.685065;E;0.79;6.079366;-;-;18/11/2024;09:01:50;0;-;-;-
509;619500000;-;2;45.060281;N;7.685181;E;0.8;7.261838;-;-;18/11/2024;09:01:57;0;-;-;-
517;619500000;-;2;45.060286;N;7.685317;E;0.81;5.493946;-;-;18/11/2024;09:02:05;0;-;-;-
524;619500000;-;2;45.060261;N;7.685447;E;0.82;6.587195;-;-;18/11/2024;09:02:12;0;-;-;-
531;619500000;-;2;45.060243;N;7.685579;E;0.83;6.725305;-;-;18/11/2024;09:02:19;0;-;-;-
537;619500000;-;2;45.060224;N;7.685703;E;0.84;5.441429;-;-;18/11/2024;09:02:25;0;-;-;-
543;619500000;-;2;45.060193;N;7.685821;E;0.85;5.871828;-;-;18/11/2024;09:02:31;0;-;-;-
550;619500000;-;2;45.060168;N;7.68595;E;0.87;6.295903;-;-;18/11/2024;09:02:38;0;-;-;-
556;619500000;-;2;45.060142;N;7.686084;E;0.88;6.119835;-;-;18/11/2024;09:02:44;0;-;-;-
560;619500000;-;2;45.060056;N;7.686133;E;0.89;7.688028;-;-;18/11/2024;09:02:48;0;-;-;-
566;619500000;-;2;45.060007;N;7.686232;E;0.9;5.7041;-;-;18/11/2024;09:02:54;0;-;-;-
573;619500000;-;2;45.060013;N;7.686362;E;0.91;5.623511;-;-;18/11/2024;09:03:01;0;-;-;-
581;619500000;-;2;45.060023;N;7.686494;E;0.92;6.386572;-;-;18/11/2024;09:03:09;0;-;-;-
587;619500000;-;2;45.060023;N;7.686633;E;0.93;6.078911;-;-;18/11/2024;09:03:15;0;-;-;-
594;619500000;-;2;45.06001;N;7.686763;E;0.94;4.322486;-;-;18/11/2024;09:03:22;0;-;-;-
600;619500000;-;2;45.05997;N;7.686875;E;0.95;8.50143;-;-;18/11/2024;09:03:28;0;-;-;-
606;619500000;-;2;45.059959;N;7.687001;E;0.96;5.365773;-;-;18/11/2024;09:03:34;0;-;-;-
613;619500000;-;2;45.059921;N;7.687126;E;0.97;5.72521;-;-;18/11/2024;09:03:41;0;-;-;-
619;619500000;-;2;45.059869;N;7.687246;E;0.98;5.316648;-;-;18/11/2024;09:03:47;0;-;-;-
626;619500000;-;2;45.059874;N;7.687384;E;1;6.164601;-;-;18/11/2024;09:03:54;0;-;-;-
632;619500000;-;2;45.059845;N;7.687508;E;1.01;6.957988;-;-;18/11/2024;09:04:00;0;-;-;-
638;619500000;-;2;45.05978;N;7.687614;E;1.02;7.369817;-;-;18/11/2024;09:04:06;0;-;-;-
643;619500000;-;2;45.05971;N;7.687681;E;1.03;14.373375;-;-;18/11/2024;09:04:11;0;-;-;-
646;619500000;-;2;45.059607;N;7.687691;E;1.04;15.402727;-;-;18/11/2024;09:04:14;0;-;-;-
649;619500000;-;2;45.059516;N;7.68772;E;1.05;10.537068;-;-;18/11/2024;09:04:17;0;-;-;-
654;619500000;-;2;45.059434;N;7.687798;E;1.06;8.89057;-;-;18/11/2024;09:04:22;0;-;-;-
659;619500000;-;2;45.059359;N;7.687888;E;1.07;7.280629;-;-;18/11/2024;09:04:27;0;-;-;-
665;619500000;-;2;45.0593;N;7.688003;E;1.08;6.546282;-;-;18/11/2024;09:04:33;0;-;-;-
671;619500000;-;2;45.05923;N;7.688097;E;1.09;6.653163;-;-;18/11/2024;09:04:39;0;-;-;-
677;619500000;-;2;45.059166;N;7.688191;E;1.1;5.765387;-;-;18/11/2024;09:04:45;0;-;-;-
684;619500000;-;2;45.059105;N;7.688311;E;1.12;5.897676;-;-;18/11/2024;09:04:52;0;-;-;-
690;619500000;-;2;45.059066;N;7.688429;E;1.13;5.409221;-;-;18/11/2024;09:04:58;0;-;-;-
697;619500000;-;2;45.059028;N;7.688562;E;1.14;5.653171;-;-;18/11/2024;09:05:05;0;-;-;-
704;619500000;-;2;45.058998;N;7.688692;E;1.15;5.479232;-;-;18/11/2024;09:05:12;0;-;-;-
710;619500000;-;2;45.058962;N;7.68881;E;1.16;6.504087;-;-;18/11/2024;09:05:18;0;-;-;-
716;619500000;-;2;45.058921;N;7.688937;E;1.17;7.286406;-;-;18/11/2024;09:05:24;0;-;-;-
722;619500000;-;2;45.058876;N;7.689053;E;1.18;7.186179;-;-;18/11/2024;09:05:30;0;-;-;-
729;619500000;-;2;45.058834;N;7.689181;E;1.19;5.102171;-;-;18/11/2024;09:05:37;0;-;-;-
736;619500000;-;2;45.058788;N;7.689292;E;1.2;5.490234;-;-;18/11/2024;09:05:44;0;-;-;-
742;619500000;-;2;45.05874;N;7.689404;E;1.21;7.741747;-;-;18/11/2024;09:05:50;0;-;-;-
748;619500000;-;2;45.05868;N;7.689511;E;1.22;5.763928;-;-;18/11/2024;09:05:56;0;-;-;-
755;619500000;-;2;45.058619;N;7.689626;E;1.23;6.003992;-;-;18/11/2024;09:06:03;0;-;-;-
761;619500000;-;2;45.058556;N;7.689721;E;1.24;6.510617;-;-;18/11/2024;09:06:09;0;-;-;-
767;619500000;-;2;45.05848;N;7.689801;E;1.25;6.510655;-;-;18/11/2024;09:06:15;0;-;-;-
774;619500000;-;2;45.058402;N;7.689884;E;1.26;4.992919;-;-;18/11/2024;09:06:22;0;-;-;-
781;619500000;-;2;45.058324;N;7.689966;E;1.28;5.565715;-;-;18/11/2024;09:06:29;0;-;-;-
788;619500000;-;2;45.058258;N;7.690068;E;1.29;5.299021;-;-;18/11/2024;09:06:36;0;-;-;-
794;619500000;-;2;45.058199;N;7.690176;E;1.3;7.127047;-;-;18/11/2024;09:06:42;0;-;-;-
801;619500000;-;2;45.058149;N;7.690281;E;1.31;4.598006;-;-;18/11/2024;09:06:49;0;-;-;-
808;619500000;-;2;45.058149;N;7.690416;E;1.32;5.501595;-;-;18/11/2024;09:06:56;0;-;-;-
815;619500000;-;2;45.058161;N;7.690555;E;1.33;5.911702;-;-;18/11/2024;09:07:03;0;-;-;-
822;619500000;-;2;45.058191;N;7.690695;E;1.34;6.1033;-;-;18/11/2024;09:07:10;0;-;-;-
830;619500000;-;2;45.05824;N;7.69082;E;1.35;5.039941;-;-;18/11/2024;09:07:18;0;-;-;-
837;619500000;-;2;45.058296;N;7.690921;E;1.36;5.25152;-;-;18/11/2024;09:07:25;0;-;-;-
907;619500000;-;2;45.058358;N;7.690981;E;1.37;5.928953;-;-;18/11/2024;09:08:35;0;-;-;-
913;619500000;-;2;45.058444;N;7.691026;E;1.38;5.999432;-;-;18/11/2024;09:08:41;0;-;-;-
920;619500000;-;2;45.058541;N;7.691008;E;1.39;5.870042;-;-;18/11/2024;09:08:48;0;-;-;-
927;619500000;-;2;45.058637;N;7.691055;E;1.4;5.551845;-;-;18/11/2024;09:08:55;0;-;-;-
934;619500000;-;2;45.058715;N;7.691124;E;1.42;5.516345;-;-;18/11/2024;09:09:02;0;-;-;-
941;619500000;-;2;45.058801;N;7.691183;E;1.43;5.987493;-;-;18/11/2024;09:09:09;0;-;-;-
948;619500000;-;2;45.058891;N;7.691246;E;1.44;5.997988;-;-;18/11/2024;09:09:16;0;-;-;-
955;619500000;-;2;45.058979;N;7.691314;E;1.45;5.393026;-;-;18/11/2024;09:09:23;0;-;-;-
962;619500000;-;2;45.059062;N;7.691386;E;1.46;5.611008;-;-;18/11/2024;09:09:30;0;-;-;-
969;619500000;-;2;45.059149;N;7.691454;E;1.47;5.722079;-;-;18/11/2024;09:09:37;0;-;-;-
976;619500000;-;2;45.059234;N;7.691524;E;1.48;6.093665;-;-;18/11/2024;09:09:44;0;-;-;-
983;619500000;-;2;45.059319;N;7.691597;E;1.49;5.642209;-;-;18/11/2024;09:09:51;0;-;-;-
990;619500000;-;2;45.059404;N;7.691667;E;1.5;5.548629;-;-;18/11/2024;09:09:58;0;-;-;-
997;619500000;-;2;45.059488;N;7.691738;E;1.51;5.137886;-;-;18/11/2024;09:10:05;0;-;-;-
1004;619500000;-;2;45.059573;N;7.691804;E;1.52;5.623084;-;-;18/11/2024;09:10:12;0;-;-;-
1010;619500000;-;2;45.059656;N;7.691865;E;1.54;6.375582;-;-;18/11/2024;09:10:18;0;-;-;-
1017;619500000;-;2;45.059742;N;7.69194;E;1.55;5.599009;-;-;18/11/2024;09:10:25;0;-;-;-
1024;619500000;-;2;45.059821;N;7.692007;E;1.56;5.298527;-;-;18/11/2024;09:10:32;0;-;-;-
1031;619500000;-;2;45.0599;N;7.692077;E;1.57;5.54751;-;-;18/11/2024;09:10:39;0;-;-;-
1037;619500000;-;2;45.059963;N;7.692165;E;1.58;6.126664;-;-;18/11/2024;09:10:45;0;-;-;-
1044;619500000;-;2;45.06002;N;7.692285;E;1.59;5.674275;-;-;18/11/2024;09:10:52;0;-;-;-
1051;619500000;-;2;45.060091;N;7.692392;E;1.6;5.888038;-;-;18/11/2024;09:10:59;0;-;-;-
1058;619500000;-;2;45.060163;N;7.692489;E;1.61;5.585223;-;-;18/11/2024;09:11:06;0;-;-;-
1065;619500000;-;2;45.06024;N;7.692573;E;1.62;4.76775;-;-;18/11/2024;09:11:13;0;-;-;-
1073;619500000;-;2;45.060322;N;7.69265;E;1.63;5.621427;-;-;18/11/2024;09:11:21;0;-;-;-
1080;619500000;-;2;45.060401;N;7.692715;E;1.64;4.957633;-;-;18/11/2024;09:11:28;0;-;-;-
1087;619500000;-;2;45.060478;N;7.692787;E;1.65;5.36057;-;-;18/11/2024;09:11:35;0;-;-;-
1094;619500000;-;2;45.060561;N;7.692861;E;1.66;5.548629;-;-;18/11/2024;09:11:42;0;-;-;-
1102;619500000;-;2;45.060649;N;7.692937;E;1.68;5.398283;-;-;18/11/2024;09:11:50;0;-;-;-
1109;619500000;-;2;45.060731;N;7.693011;E;1.69;5.737936;-;-;18/11/2024;09:11:57;0;-;-;-
1116;619500000;-;2;45.060814;N;7.693081;E;1.7;5.376537;-;-;18/11/2024;09:12:04;0;-;-;-
1123;619500000;-;2;45.060892;N;7.693158;E;1.71;5.316648;-;-;18/11/2024;09:12:11;0;-;-;-
1130;619500000;-;2;45.060967;N;7.693236;E;1.72;5.420029;-;-;18/11/2024;09:12:18;0;-;-;-
1137;619500000;-;2;45.061049;N;7.693318;E;1.73;5.820084;-;-;18/11/2024;09:12:25;0;-;-;-
1144;619500000;-;2;45.061131;N;7.693404;E;1.74;5.985014;-;-;18/11/2024;09:12:32;0;-;-;-
1150;619500000;-;2;45.061207;N;7.693474;E;1.75;6.029489;-;-;18/11/2024;09:12:38;0;-;-;-
1156;619500000;-;2;45.06128;N;7.693547;E;1.76;5.885869;-;-;18/11/2024;09:12:44;0;-;-;-
1163;619500000;-;2;45.061364;N;7.693631;E;1.77;5.913666;-;-;18/11/2024;09:12:51;0;-;-;-
6;619500000;-;2;45.061863;N;7.694105;E;1.78;5.726506;-;-;18/11/2024;09:16:03;0;-;-;-
13;619500000;-;2;45.061944;N;7.69419;E;1.79;5.883619;-;-;18/11/2024;09:16:10;0;-;-;-
20;619500000;-;2;45.062022;N;7.694284;E;1.8;5.392527;-;-;18/11/2024;09:16:17;0;-;-;-
27;619500000;-;2;45.062103;N;7.694374;E;1.81;5.753807;-;-;18/11/2024;09:16:24;0;-;-;-
34;619500000;-;2;45.062182;N;7.694465;E;1.83;5.950853;-;-;18/11/2024;09:16:31;0;-;-;-
41;619500000;-;2;45.062263;N;7.694555;E;1.84;6.052529;-;-;18/11/2024;09:16:38;0;-;-;-
48;619500000;-;2;45.062344;N;7.694646;E;1.85;6.050078;-;-;18/11/2024;09:16:45;0;-;-;-
55;619500000;-;2;45.062418;N;7.694744;E;1.86;5.381935;-;-;18/11/2024;09:16:52;0;-;-;-
62;619500000;-;2;45.062494;N;7.694825;E;1.87;5.89392;-;-;18/11/2024;09:16:59;0;-;-;-
69;619500000;-;2;45.062571;N;7.694911;E;1.88;5.53296;-;-;18/11/2024;09:17:06;0;-;-;-
76;619500000;-;2;45.062646;N;7.695003;E;1.89;5.999432;-;-;18/11/2024;09:17:13;0;-;-;-
83;619500000;-;2;45.062721;N;7.695097;E;1.9;5.398348;-;-;18/11/2024;09:17:20;0;-;-;-
90;619500000;-;2;45.062791;N;7.695197;E;1.92;5.602949;-;-;18/11/2024;09:17:27;0;-;-;-
97;619500000;-;2;45.062866;N;7.695286;E;1.93;5.899814;-;-;18/11/2024;09:17:34;0;-;-;-
104;619500000;-;2;45.062934;N;7.695381;E;1.94;5.630936;-;-;18/11/2024;09:17:41;0;-;-;-
111;619500000;-;2;45.063008;N;7.695472;E;1.95;6.07792;-;-;18/11/2024;09:17:48;0;-;-;-
118;619500000;-;2;45.063084;N;7.695556;E;1.96;5.710692;-;-;18/11/2024;09:17:55;0;-;-;-
125;619500000;-;2;45.063161;N;7.695635;E;1.97;5.255581;-;-;18/11/2024;09:18:02;0;-;-;-
132;619500000;-;2;45.06322;N;7.695737;E;1.98;5.031037;-;-;18/11/2024;09:18:09;0;-;-;-
139;619500000;-;2;45.063293;N;7.695829;E;1.99;6.097184;-;-;18/11/2024;09:18:16;0;-;-;-
146;619500000;-;2;45.063369;N;7.695924;E;2;5.594968;-;-;18/11/2024;09:18:23;0;-;-;-
153;619500000;-;2;45.063441;N;7.696013;E;2.01;5.757849;-;-;18/11/2024;09:18:30;0;-;-;-
160;619500000;-;2;45.063506;N;7.696109;E;2.02;5.515437;-;-;18/11/2024;09:18:37;0;-;-;-
167;619500000;-;2;45.063571;N;7.696199;E;2.03;4.986176;-;-;18/11/2024;09:18:44;0;-;-;-
179;619500000;-;2;45.063649;N;7.696157;E;2.04;4.49572;-;-;18/11/2024;09:18:56;0;-;-;-
191;619500000;-;2;45.063719;N;7.696091;E;2.06;3.551748;-;-;18/11/2024;09:19:08;0;-;-;-
203;619500000;-;2;45.063702;N;7.696191;E;2.07;11.926262;-;-;18/11/2024;09:19:20;0;-;-;-
207;619500000;-;2;45.063633;N;7.696316;E;2.08;14.668281;-;-;18/11/2024;09:19:24;0;-;-;-
212;619500000;-;2;45.063647;N;7.696442;E;2.09;5.344374;-;-;18/11/2024;09:19:29;0;-;-;-
217;619500000;-;2;45.06366;N;7.696603;E;2.11;11.817471;-;-;18/11/2024;09:19:34;0;-;-;-
220;619500000;-;2;45.063759;N;7.696594;E;2.12;11.061054;-;-;18/11/2024;09:19:37;0;-;-;-
225;619500000;-;2;45.063823;N;7.696555;E;2.13;7.657459;-;-;18/11/2024;09:19:42;0;-;-;-
227;619500000;-;2;45.063711;N;7.696478;E;2.14;27.12132;-;-;18/11/2024;09:19:44;0;-;-;-
229;619500000;-;2;45.063609;N;7.696319;E;2.16;41.56933;-;-;18/11/2024;09:19:46;0;-;-;-
232;619500000;-;2;45.063644;N;7.696207;E;2.17;12.19982;-;-;18/11/2024;09:19:49;0;-;-;-
236;619500000;-;2;45.06371;N;7.69612;E;2.18;11.120623;-;-;18/11/2024;09:19:53;0;-;-;-
243;619500000;-;2;45.063786;N;7.696121;E;2.19;2.888436;-;-;18/11/2024;09:20:00;0;-;-;-
250;619500000;-;2;45.063693;N;7.696095;E;2.2;10.77526;-;-;18/11/2024;09:20:07;0;-;-;-
255;619500000;-;2;45.063638;N;7.696116;E;2.21;1.941091;-;-;18/11/2024;09:20:12;0;-;-;-
258;619500000;-;2;45.063833;N;7.696137;E;2.23;72.940203;-;-;18/11/2024;09:20:15;0;-;-;-
259;619500000;-;2;45.063955;N;7.696161;E;2.25;48.883548;-;-;18/11/2024;09:20:16;0;-;-;-
261;619500000;-;2;45.064092;N;7.696206;E;2.26;23.098983;-;-;18/11/2024;09:20:18;0;-;-;-
263;619500000;-;2;45.064186;N;7.696185;E;2.27;20.336502;-;-;18/11/2024;09:20:20;0;-;-;-
264;619500000;-;2;45.064277;N;7.696182;E;2.28;36.624842;-;-;18/11/2024;09:20:21;0;-;-;-
266;619500000;-;2;45.064393;N;7.696191;E;2.3;25.047708;-;-;18/11/2024;09:20:23;0;-;-;-
268;619500000;-;2;45.064557;N;7.696186;E;2.31;31.238419;-;-;18/11/2024;09:20:25;0;-;-;-
270;619500000;-;2;45.064646;N;7.696198;E;2.32;14.528682;-;-;18/11/2024;09:20:27;0;-;-;-
271;619500000;-;2;45.064747;N;7.696193;E;2.34;40.782008;-;-;18/11/2024;09:20:28;0;-;-;-
273;619500000;-;2;45.064902;N;7.696143;E;2.35;29.822178;-;-;18/11/2024;09:20:30;0;-;-;-
275;619500000;-;2;45.065046;N;7.696122;E;2.37;30.867653;-;-;18/11/2024;09:20:32;0;-;-;-
278;619500000;-;2;45.065145;N;7.696066;E;2.38;11.611925;-;-;18/11/2024;09:20:35;0;-;-;-
282;619500000;-;2;45.065246;N;7.696049;E;2.39;7.401932;-;-;18/11/2024;09:20:39;0;-;-;-
293;619500000;-;2;45.065334;N;7.69599;E;2.41;10.676;-;-;18/11/2024;09:20:50;0;-;-;-
296;619500000;-;2;45.065415;N;7.695893;E;2.42;16.595358;-;-;18/11/2024;09:20:53;0;-;-;-
298;619500000;-;2;45.065368;N;7.695778;E;2.43;36.112782;-;-;18/11/2024;09:20:55;0;-;-;-
300;619500000;-;2;45.065353;N;7.695651;E;2.44;22.188877;-;-;18/11/2024;09:20:57;0;-;-;-
302;619500000;-;2;45.065365;N;7.695523;E;2.45;14.247528;-;-;18/11/2024;09:20:59;0;-;-;-
307;619500000;-;2;45.065399;N;7.695387;E;2.46;12.759883;-;-;18/11/2024;09:21:04;0;-;-;-
310;619500000;-;2;45.065456;N;7.695289;E;2.47;16.786091;-;-;18/11/2024;09:21:07;0;-;-;-
314;619500000;-;2;45.065542;N;7.695244;E;2.48;11.043473;-;-;18/11/2024;09:21:11;0;-;-;-
318;619500000;-;2;45.065632;N;7.695201;E;2.49;8.48286;-;-;18/11/2024;09:21:15;0;-;-;-
324;619500000;-;2;45.065721;N;7.69516;E;2.5;2.469456;-;-;18/11/2024;09:21:21;0;-;-;-
331;619500000;-;2;45.065802;N;7.695117;E;2.51;4.823326;-;-;18/11/2024;09:21:28;0;-;-;-
343;619500000;-;2;45.065824;N;7.695136;E;2.53;13.042117;-;-;18/11/2024;09:21:40;0;-;-;-
347;619500000;-;2;45.065855;N;7.694976;E;2.54;27.785836;-;-;18/11/2024;09:21:44;0;-;-;-
350;619500000;-;2;45.065861;N;7.694807;E;2.56;31.037495;-;-;18/11/2024;09:21:47;0;-;-;-
352;619500000;-;2;45.065904;N;7.694695;E;2.57;19.111473;-;-;18/11/2024;09:21:49;0;-;-;-
354;619500000;-;2;45.065844;N;7.694571;E;2.58;11.072897;-;-;18/11/2024;09:21:51;0;-;-;-
359;619500000;-;2;45.06582;N;7.694473;E;2.59;9.901542;-;-;18/11/2024;09:21:56;0;-;-;-
365;619500000;-;2;45.065883;N;7.694393;E;2.6;12.730283;-;-;18/11/2024;09:22:02;0;-;-;-
372;619500000;-;2;45.065956;N;7.694378;E;2.61;9.805304;-;-;18/11/2024;09:22:09;0;-;-;-
377;619500000;-;2;45.066023;N;7.694355;E;2.62;12.473328;-;-;18/11/2024;09:22:14;0;-;-;-
382;619500000;-;2;45.066102;N;7.694292;E;2.63;9.80076;-;-;18/11/2024;09:22:19;0;-;-;-
394;619500000;-;2;45.066058;N;7.694279;E;2.65;7.096399;-;-;18/11/2024;09:22:31;0;-;-;-
404;619500000;-;2;45.066118;N;7.694168;E;2.66;9.721684;-;-;18/11/2024;09:22:41;0;-;-;-
414;619500000;-;2;45.06613;N;7.694048;E;2.67;5.398392;-;-;18/11/2024;09:22:51;0;-;-;-
418;619500000;-;2;45.066184;N;7.693921;E;2.68;22.0943;-;-;18/11/2024;09:22:55;0;-;-;-
