n°Record;Freq;Signal-Level [];Video Quality (0-1-2);LAT;N/S;LON;E/W;DIST GPS[Km];Speed GPS[Km/h];DISTODO[Km];Speed ODO [km/h];Date;Time ;CRC-error;EMF level [dBuV/m];Antenna K factor [dB/m];Correction [dB]
849;619500000;-;2;45.064081;N;7.678655;E;1.36;7.424182;-;-;18/11/2024;08:50:04;0;-;-;-
854;619500000;-;2;45.064049;N;7.678574;E;1.37;22.139012;-;-;18/11/2024;08:50:09;0;-;-;-
857;619500000;-;2;45.064100;N;7.678433;E;1.39;11.118416;-;-;18/11/2024;08:50:12;0;-;-;-
864;619500000;-;2;45.064063;N;7.678346;E;1.40;3.934474;-;-;18/11/2024;08:50:19;0;-;-;-
871;619500000;-;0;45.063968;N;7.678318;E;1.41;5.441429;-;-;18/11/2024;08:50:26;0;-;-;-
878;619500000;-;0;45.063862;N;7.678296;E;1.42;8.953758;-;-;18/11/2024;08:50:33;0;-;-;-
884;619500000;-;0;45.063763;N;7.678291;E;1.43;5.283092;-;-;18/11/2024;08:50:39;0;-;-;-
890;619500000;-;0;45.063673;N;7.678265;E;1.44;6.258278;-;-;18/11/2024;08:50:45;0;-;-;-
896;619500000;-;0;45.063581;N;7.678238;E;1.45;6.230443;-;-;18/11/2024;08:50:51;0;-;-;-
903;619500000;-;0;45.063490;N;7.678178;E;1.47;6.010008;-;-;18/11/2024;08:50:58;0;-;-;-
910;619500000;-;0;45.063407;N;7.678116;E;1.48;4.398962;-;-;18/11/2024;08:51:05;0;-;-;-
918;619500000;-;0;45.063329;N;7.678046;E;1.49;4.399008;-;-;18/11/2024;08:51:13;0;-;-;-
